offline_datapoint_22 1684320489 14808,615
offline_datapoint_4 1684320489 0,001
offline_datapoint_11 1684320494 623212,000
offline_datapoint_5 1684320494 2238,000
offline_datapoint_26 1684320494 441237504,000
offline_datapoint_14 1684320494 207241216,000
offline_datapoint_3 1684320494 6323515392,000
offline_datapoint_9 1684320494 183746560,000
offline_datapoint_25 1684320494 4642,000
offline_datapoint_19 1684320492 10,642
offline_datapoint_8 1684320492 13299,682
offline_datapoint_21 1684320494 183746560,000
offline_datapoint_1 1684320492 1,330
offline_datapoint_20 1684320494 3233509376,000
offline_datapoint_7 1684320494 4492394496,000
offline_datapoint_6 1684320492 0,260
offline_datapoint_12 1684320492 11,798
offline_datapoint_24 1684320492 5,716
offline_datapoint_13 1684320492 6432,187
offline_datapoint_18 1684320494 0,000
offline_datapoint_0 1684320492 9787,619
offline_datapoint_16 1684320492 4015,877
offline_datapoint_28 1684320492 0,104
offline_datapoint_17 1684320492 10,642
offline_datapoint_10 1684320492 99,349
offline_datapoint_29 1684320492 4,323
offline_datapoint_22 1684320492 26752,000
offline_datapoint_4 1684320492 0,002
offline_datapoint_11 1684320497 623212,000
offline_datapoint_5 1684320497 2250,000
offline_datapoint_26 1684320497 441233408,000
offline_datapoint_14 1684320497 207265792,000
offline_datapoint_3 1684320497 6324654080,000
offline_datapoint_9 1684320497 183619584,000
offline_datapoint_25 1684320497 4648,000
offline_datapoint_19 1684320495 0,000
offline_datapoint_8 1684320495 6354,599
offline_datapoint_21 1684320497 183619584,000
offline_datapoint_1 1684320495 0,000
offline_datapoint_20 1684320497 3235127296,000
offline_datapoint_7 1684320497 4499812352,000
offline_datapoint_6 1684320495 0,000
offline_datapoint_12 1684320495 4,600
offline_datapoint_24 1684320495 2,599
offline_datapoint_13 1684320495 2007,626
offline_datapoint_18 1684320497 0,000
offline_datapoint_0 1684320495 3417,023
offline_datapoint_16 1684320495 315,085
offline_datapoint_28 1684320495 0,047
offline_datapoint_17 1684320495 7,985
offline_datapoint_10 1684320495 99,751
offline_datapoint_29 1684320495 0,000
offline_datapoint_22 1684320495 10581,333
offline_datapoint_4 1684320495 0,001
offline_datapoint_11 1684320500 623212,000
offline_datapoint_5 1684320500 2251,000
offline_datapoint_26 1684320500 441241600,000
offline_datapoint_14 1684320500 207589376,000
offline_datapoint_3 1684320500 6326095872,000
offline_datapoint_9 1684320500 184061952,000
offline_datapoint_25 1684320500 4646,000
offline_datapoint_19 1684320498 0,000
offline_datapoint_8 1684320498 5816,583
offline_datapoint_21 1684320500 184061952,000
offline_datapoint_1 1684320498 0,000
offline_datapoint_20 1684320500 3235512320,000
offline_datapoint_7 1684320500 4500205568,000
offline_datapoint_6 1684320498 0,000
offline_datapoint_12 1684320498 2,121
offline_datapoint_24 1684320498 0,653
offline_datapoint_13 1684320498 1546,277
offline_datapoint_18 1684320500 0,000
offline_datapoint_0 1684320498 2554,966
offline_datapoint_16 1684320498 429,670
offline_datapoint_28 1684320498 0,047
offline_datapoint_17 1684320498 6,348
offline_datapoint_10 1684320498 99,688
offline_datapoint_29 1684320498 1,002
offline_datapoint_22 1684320498 16599,579
offline_datapoint_4 1684320498 0,001
offline_datapoint_11 1684320503 623212,000
offline_datapoint_5 1684320503 2249,000
offline_datapoint_26 1684320503 441241600,000
offline_datapoint_14 1684320503 207708160,000
offline_datapoint_3 1684320503 6328401920,000
offline_datapoint_9 1684320503 184025088,000
offline_datapoint_25 1684320503 4637,000
offline_datapoint_19 1684320501 0,000
offline_datapoint_8 1684320501 3713,070
offline_datapoint_21 1684320503 184025088,000
offline_datapoint_1 1684320501 0,000
offline_datapoint_20 1684320503 3238858752,000
offline_datapoint_7 1684320503 4504072192,000
offline_datapoint_6 1684320501 0,000
offline_datapoint_12 1684320501 0,918
offline_datapoint_24 1684320501 0,260
offline_datapoint_13 1684320501 1805,206
offline_datapoint_18 1684320503 0,000
offline_datapoint_0 1684320501 2876,130
offline_datapoint_16 1684320501 175,988
offline_datapoint_28 1684320501 0,062
offline_datapoint_17 1684320501 8,999
offline_datapoint_10 1684320501 99,201
offline_datapoint_29 1684320501 1,333
offline_datapoint_22 1684320501 13956,741
offline_datapoint_4 1684320501 0,001
offline_datapoint_11 1684320506 623212,000
offline_datapoint_5 1684320506 2248,000
offline_datapoint_26 1684320506 441253888,000
offline_datapoint_14 1684320506 206565376,000
offline_datapoint_3 1684320506 6378463232,000
offline_datapoint_9 1684320506 184733696,000
offline_datapoint_25 1684320506 4612,000
offline_datapoint_19 1684320504 140,662
offline_datapoint_8 1684320504 17021,731
offline_datapoint_21 1684320506 184733696,000
offline_datapoint_1 1684320504 26,270
offline_datapoint_20 1684320506 3278151680,000
offline_datapoint_7 1684320506 4567101440,000
offline_datapoint_6 1684320504 0,130
offline_datapoint_12 1684320504 8,300
offline_datapoint_24 1684320504 2,338
offline_datapoint_13 1684320504 4610,246
offline_datapoint_18 1684320506 0,000
offline_datapoint_0 1684320504 7463,717
offline_datapoint_16 1684320504 4791,144
offline_datapoint_28 1684320504 14,057
offline_datapoint_17 1684320504 36,911
offline_datapoint_10 1684320504 89,375
offline_datapoint_29 1684320504 2,660
offline_datapoint_22 1684320504 20406,198
offline_datapoint_4 1684320504 0,281
offline_datapoint_11 1684320509 623212,000
offline_datapoint_5 1684320509 2248,000
offline_datapoint_26 1684320509 441257984,000
offline_datapoint_14 1684320509 206602240,000
offline_datapoint_3 1684320509 6371487744,000
offline_datapoint_9 1684320509 184807424,000
offline_datapoint_25 1684320509 4603,000
offline_datapoint_19 1684320507 0,000
offline_datapoint_8 1684320507 2685,540
offline_datapoint_21 1684320509 184807424,000
offline_datapoint_1 1684320507 0,000
offline_datapoint_20 1684320509 3280068608,000
offline_datapoint_7 1684320509 4565708800,000
offline_datapoint_6 1684320507 0,000
offline_datapoint_12 1684320507 1,189
offline_datapoint_24 1684320507 0,130
offline_datapoint_13 1684320507 1453,889
offline_datapoint_18 1684320509 0,000
offline_datapoint_0 1684320507 2530,374
offline_datapoint_16 1684320507 596,972
offline_datapoint_28 1684320507 0,092
offline_datapoint_17 1684320507 15,683
offline_datapoint_10 1684320507 99,917
offline_datapoint_29 1684320507 0,667
offline_datapoint_22 1684320507 8714,894
offline_datapoint_4 1684320507 0,002
offline_datapoint_11 1684320512 623212,000
offline_datapoint_5 1684320512 2251,000
offline_datapoint_26 1684320512 441319424,000
offline_datapoint_14 1684320512 206770176,000
offline_datapoint_3 1684320512 6376755200,000
offline_datapoint_9 1684320512 185638912,000
offline_datapoint_25 1684320512 4606,000
offline_datapoint_19 1684320510 44,749
offline_datapoint_8 1684320510 12516,495
offline_datapoint_21 1684320512 185638912,000
offline_datapoint_1 1684320510 18,231
offline_datapoint_20 1684320512 3278438400,000
offline_datapoint_7 1684320512 4611080192,000
offline_datapoint_6 1684320510 0,000
offline_datapoint_12 1684320510 4,830
offline_datapoint_24 1684320510 1,942
offline_datapoint_13 1684320510 2511,254
offline_datapoint_18 1684320512 0,000
offline_datapoint_0 1684320510 3786,439
offline_datapoint_16 1684320510 1398,824
offline_datapoint_28 1684320510 12,226
offline_datapoint_17 1684320510 29,833
offline_datapoint_10 1684320510 93,203
offline_datapoint_29 1684320510 2,652
offline_datapoint_22 1684320510 16184,889
offline_datapoint_4 1684320510 0,245
offline_datapoint_11 1684320515 623212,000
offline_datapoint_5 1684320515 2250,000
offline_datapoint_26 1684320515 441323520,000
offline_datapoint_14 1684320515 207151104,000
offline_datapoint_3 1684320515 6372147200,000
offline_datapoint_9 1684320515 185548800,000
offline_datapoint_25 1684320515 4603,000
offline_datapoint_19 1684320513 3,005
offline_datapoint_8 1684320513 3331,189
offline_datapoint_21 1684320515 185548800,000
offline_datapoint_1 1684320513 0,668
offline_datapoint_20 1684320515 3273981952,000
offline_datapoint_7 1684320515 4608110592,000
offline_datapoint_6 1684320513 0,000
offline_datapoint_12 1684320513 1,400
offline_datapoint_24 1684320513 0,913
offline_datapoint_13 1684320513 1716,512
offline_datapoint_18 1684320515 0,000
offline_datapoint_0 1684320513 2942,545
offline_datapoint_16 1684320513 109,515
offline_datapoint_28 1684320513 0,620
offline_datapoint_17 1684320513 15,359
offline_datapoint_10 1684320513 98,957
offline_datapoint_29 1684320513 1,336
offline_datapoint_22 1684320513 21904,696
offline_datapoint_4 1684320513 0,012
offline_datapoint_11 1684320518 623212,000
offline_datapoint_5 1684320518 2248,000
offline_datapoint_26 1684320518 441315328,000
offline_datapoint_14 1684320518 207151104,000
offline_datapoint_3 1684320518 6355927040,000
offline_datapoint_9 1684320518 185589760,000
offline_datapoint_25 1684320518 4607,000
offline_datapoint_19 1684320516 16,224
offline_datapoint_8 1684320516 3316,592
offline_datapoint_21 1684320518 185589760,000
offline_datapoint_1 1684320516 1,324
offline_datapoint_20 1684320518 3262926848,000
offline_datapoint_7 1684320518 4599177216,000
offline_datapoint_6 1684320516 0,000
offline_datapoint_12 1684320516 1,575
offline_datapoint_24 1684320516 0,388
offline_datapoint_13 1684320516 1710,113
offline_datapoint_18 1684320518 0,000
offline_datapoint_0 1684320516 2514,014
offline_datapoint_16 1684320516 284,743
offline_datapoint_28 1684320516 1,241
offline_datapoint_17 1684320516 8,609
offline_datapoint_10 1684320516 99,032
offline_datapoint_29 1684320516 0,662
offline_datapoint_22 1684320516 16068,923
offline_datapoint_4 1684320516 0,025
offline_datapoint_11 1684320521 623212,000
offline_datapoint_5 1684320521 2240,000
offline_datapoint_26 1684320521 441315328,000
offline_datapoint_14 1684320521 207151104,000
offline_datapoint_3 1684320521 6339166208,000
offline_datapoint_9 1684320521 185683968,000
offline_datapoint_25 1684320521 4622,000
offline_datapoint_19 1684320519 0,000
offline_datapoint_8 1684320519 3437,102
offline_datapoint_21 1684320521 185683968,000
offline_datapoint_1 1684320519 0,000
offline_datapoint_20 1684320521 3246432256,000
offline_datapoint_7 1684320521 4578254848,000
offline_datapoint_6 1684320519 0,000
offline_datapoint_12 1684320519 2,158
offline_datapoint_24 1684320519 1,301
offline_datapoint_13 1684320519 1599,140
offline_datapoint_18 1684320521 0,000
offline_datapoint_0 1684320519 2455,501
offline_datapoint_16 1684320519 594,890
offline_datapoint_28 1684320519 0,044
offline_datapoint_17 1684320519 6,662
offline_datapoint_10 1684320519 99,092
offline_datapoint_29 1684320519 0,000
offline_datapoint_22 1684320519 10854,400
offline_datapoint_4 1684320519 0,001
offline_datapoint_11 1684320524 623212,000
offline_datapoint_5 1684320524 2234,000
offline_datapoint_26 1684320524 441294848,000
offline_datapoint_14 1684320524 207282176,000
offline_datapoint_3 1684320524 6338396160,000
offline_datapoint_9 1684320524 186335232,000
offline_datapoint_25 1684320524 4624,000
offline_datapoint_19 1684320522 0,000
offline_datapoint_8 1684320522 9824,130
offline_datapoint_21 1684320524 186335232,000
offline_datapoint_1 1684320522 0,000
offline_datapoint_20 1684320524 3246075904,000
offline_datapoint_7 1684320524 4577591296,000
offline_datapoint_6 1684320522 0,000
offline_datapoint_12 1684320522 6,116
offline_datapoint_24 1684320522 2,078
offline_datapoint_13 1684320522 1883,515
offline_datapoint_18 1684320524 0,000
offline_datapoint_0 1684320522 3180,302
offline_datapoint_16 1684320522 1443,386
offline_datapoint_28 1684320522 0,035
offline_datapoint_17 1684320522 4,986
offline_datapoint_10 1684320522 99,602
offline_datapoint_29 1684320522 0,000
offline_datapoint_22 1684320522 15018,667
offline_datapoint_4 1684320522 0,001
offline_datapoint_11 1684320527 623212,000
offline_datapoint_5 1684320527 2221,000
offline_datapoint_26 1684320527 441298944,000
offline_datapoint_14 1684320527 207282176,000
offline_datapoint_3 1684320527 6336983040,000
offline_datapoint_9 1684320527 186298368,000
offline_datapoint_25 1684320527 4623,000
offline_datapoint_19 1684320525 0,000
offline_datapoint_8 1684320525 2410,019
offline_datapoint_21 1684320527 186298368,000
offline_datapoint_1 1684320525 0,000
offline_datapoint_20 1684320527 3245101056,000
offline_datapoint_7 1684320527 4577476608,000
offline_datapoint_6 1684320525 0,130
offline_datapoint_12 1684320525 1,245
offline_datapoint_24 1684320525 0,778
offline_datapoint_13 1684320525 1318,145
offline_datapoint_18 1684320527 0,000
offline_datapoint_0 1684320525 2311,481
offline_datapoint_16 1684320525 332,439
offline_datapoint_28 1684320525 0,038
offline_datapoint_17 1684320525 4,313
offline_datapoint_10 1684320525 99,967
offline_datapoint_29 1684320525 1,991
offline_datapoint_22 1684320525 20480,000
offline_datapoint_4 1684320525 0,001
offline_datapoint_11 1684320530 623212,000
offline_datapoint_5 1684320530 2215,000
offline_datapoint_26 1684320530 441298944,000
offline_datapoint_14 1684320530 207327232,000
offline_datapoint_3 1684320530 6336413696,000
offline_datapoint_9 1684320530 186068992,000
offline_datapoint_25 1684320530 4622,000
offline_datapoint_19 1684320528 2,991
offline_datapoint_8 1684320528 7343,913
offline_datapoint_21 1684320530 186068992,000
offline_datapoint_1 1684320528 0,665
offline_datapoint_20 1684320530 3244949504,000
offline_datapoint_7 1684320530 4577017856,000
offline_datapoint_6 1684320528 0,000
offline_datapoint_12 1684320528 3,421
offline_datapoint_24 1684320528 1,428
offline_datapoint_13 1684320528 1799,757
offline_datapoint_18 1684320530 0,000
offline_datapoint_0 1684320528 2917,295
offline_datapoint_16 1684320528 634,368
offline_datapoint_28 1684320528 0,083
offline_datapoint_17 1684320528 10,966
offline_datapoint_10 1684320528 99,333
offline_datapoint_29 1684320528 0,665
offline_datapoint_22 1684320528 19859,394
offline_datapoint_4 1684320528 0,002
offline_datapoint_11 1684320533 623212,000
offline_datapoint_5 1684320533 2206,000
offline_datapoint_26 1684320533 441319424,000
offline_datapoint_14 1684320533 207458304,000
offline_datapoint_3 1684320533 6335995904,000
offline_datapoint_9 1684320533 185565184,000
offline_datapoint_25 1684320533 4620,000
offline_datapoint_19 1684320531 2,670
offline_datapoint_8 1684320531 5679,963
offline_datapoint_21 1684320533 185565184,000
offline_datapoint_1 1684320531 0,334
offline_datapoint_20 1684320533 3244064768,000
offline_datapoint_7 1684320533 4577406976,000
offline_datapoint_6 1684320531 0,000
offline_datapoint_12 1684320531 3,150
offline_datapoint_24 1684320531 1,043
offline_datapoint_13 1684320531 1513,678
offline_datapoint_18 1684320533 0,000
offline_datapoint_0 1684320531 2365,956
offline_datapoint_16 1684320531 3731,803
offline_datapoint_28 1684320531 0,505
offline_datapoint_17 1684320531 16,018
offline_datapoint_10 1684320531 98,748
offline_datapoint_29 1684320531 2,670
offline_datapoint_22 1684320531 18517,333
offline_datapoint_4 1684320531 0,010
offline_datapoint_11 1684320536 623212,000
offline_datapoint_5 1684320536 2201,000
offline_datapoint_26 1684320536 441389056,000
offline_datapoint_14 1684320536 207458304,000
offline_datapoint_3 1684320536 6335700992,000
offline_datapoint_9 1684320536 186093568,000
offline_datapoint_25 1684320536 4616,000
offline_datapoint_19 1684320534 308,371
offline_datapoint_8 1684320534 5197,015
offline_datapoint_21 1684320536 186093568,000
offline_datapoint_1 1684320534 40,628
offline_datapoint_20 1684320536 3243757568,000
offline_datapoint_7 1684320536 4576935936,000
offline_datapoint_6 1684320534 0,000
offline_datapoint_12 1684320534 6,080
offline_datapoint_24 1684320534 2,862
offline_datapoint_13 1684320534 1680,721
offline_datapoint_18 1684320536 0,000
offline_datapoint_0 1684320534 2478,623
offline_datapoint_16 1684320534 3651,497
offline_datapoint_28 1684320534 17,429
offline_datapoint_17 1684320534 45,956
offline_datapoint_10 1684320534 91,211
offline_datapoint_29 1684320534 1,332
offline_datapoint_22 1684320534 25926,493
offline_datapoint_4 1684320534 0,349
offline_datapoint_11 1684320539 623212,000
offline_datapoint_5 1684320539 2204,000
offline_datapoint_26 1684320539 441618432,000
offline_datapoint_14 1684320539 207454208,000
offline_datapoint_3 1684320539 6336098304,000
offline_datapoint_9 1684320539 186023936,000
offline_datapoint_25 1684320539 4623,000
offline_datapoint_19 1684320537 0,000
offline_datapoint_8 1684320537 3281,228
offline_datapoint_21 1684320539 186023936,000
offline_datapoint_1 1684320537 0,000
offline_datapoint_20 1684320539 3243921408,000
offline_datapoint_7 1684320539 4576980992,000
offline_datapoint_6 1684320537 0,000
offline_datapoint_12 1684320537 3,564
offline_datapoint_24 1684320537 2,343
offline_datapoint_13 1684320537 1357,933
offline_datapoint_18 1684320539 0,000
offline_datapoint_0 1684320537 2333,407
offline_datapoint_16 1684320537 3572,071
offline_datapoint_28 1684320537 0,013
offline_datapoint_17 1684320537 1,999
offline_datapoint_10 1684320537 99,990
offline_datapoint_29 1684320537 0,666
offline_datapoint_22 1684320537 9557,333
offline_datapoint_4 1684320537 0,000
offline_datapoint_11 1684320542 623212,000
offline_datapoint_5 1684320542 2205,000
offline_datapoint_26 1684320542 441618432,000
offline_datapoint_14 1684320542 207454208,000
offline_datapoint_3 1684320542 6335021056,000
offline_datapoint_9 1684320542 185679872,000
offline_datapoint_25 1684320542 4624,000
offline_datapoint_19 1684320540 0,000
offline_datapoint_8 1684320540 2065,308
offline_datapoint_21 1684320542 185679872,000
offline_datapoint_1 1684320540 0,000
offline_datapoint_20 1684320542 3242848256,000
offline_datapoint_7 1684320542 4575379456,000
offline_datapoint_6 1684320540 0,129
offline_datapoint_12 1684320540 1,374
offline_datapoint_24 1684320540 0,647
offline_datapoint_13 1684320540 1265,096
offline_datapoint_18 1684320542 0,000
offline_datapoint_0 1684320540 1843,966
offline_datapoint_16 1684320540 57,324
offline_datapoint_28 1684320540 0,061
offline_datapoint_17 1684320540 6,296
offline_datapoint_10 1684320540 99,264
offline_datapoint_29 1684320540 1,325
offline_datapoint_22 1684320540 29749,895
offline_datapoint_4 1684320540 0,001
offline_datapoint_11 1684320545 623212,000
offline_datapoint_5 1684320545 2208,000
offline_datapoint_26 1684320545 441864192,000
offline_datapoint_14 1684320545 207454208,000
offline_datapoint_3 1684320545 6334406656,000
offline_datapoint_9 1684320545 186003456,000
offline_datapoint_25 1684320545 4619,000
offline_datapoint_19 1684320543 1887,553
offline_datapoint_8 1684320543 6013,239
offline_datapoint_21 1684320545 186003456,000
offline_datapoint_1 1684320543 217,578
offline_datapoint_20 1684320545 3242545152,000
offline_datapoint_7 1684320545 4575760384,000
offline_datapoint_6 1684320543 0,000
offline_datapoint_12 1684320543 3,218
offline_datapoint_24 1684320543 1,684
offline_datapoint_13 1684320543 2109,443
offline_datapoint_18 1684320545 0,000
offline_datapoint_0 1684320543 2902,142
offline_datapoint_16 1684320543 3826,848
offline_datapoint_28 1684320543 119,801
offline_datapoint_17 1684320543 149,916
offline_datapoint_10 1684320543 52,444
offline_datapoint_29 1684320543 0,995
offline_datapoint_22 1684320543 57558,088
