66 1684320469 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320470 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320471 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320472 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320473 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320474 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320475 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320476 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320477 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320478 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320479 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320480 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320481 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320482 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320483 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320484 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320485 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320486 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320487 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320488 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320494 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320495 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320496 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320497 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320498 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320524 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320525 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320526 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320527 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320528 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320529 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320530 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320531 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320532 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320533 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320564 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320565 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320566 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320567 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320568 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320604 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320605 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320606 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320607 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320608 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320624 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320625 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320626 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320627 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320628 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320629 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320630 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320631 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320632 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320633 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320634 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320635 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320636 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320637 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320638 0,400000 -1,000000 -101,000000 0,000000 0,000000
66 1684320639 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320640 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320641 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320642 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320643 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320649 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320650 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320651 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320652 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320653 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320654 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320655 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320656 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320657 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320658 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320679 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320680 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320681 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320682 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320683 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320684 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320685 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320686 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320687 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320688 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320719 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320720 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320721 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320722 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320723 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320724 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320725 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320726 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320727 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320728 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320739 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320740 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320741 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320742 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320743 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320754 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320755 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320756 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320757 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320758 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320759 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320760 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320761 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320762 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320763 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320789 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320790 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320791 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320792 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320793 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320799 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320800 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320801 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320802 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320803 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320804 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320805 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320806 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320807 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320808 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320824 0,200000 -1,000000 -101,000000 0,000000 0,000000
66 1684320825 0,200000 -1,000000 -101,000000 0,000000 0,000000
