1684179202	0	1684179203
1684179203	1	1684179204
1684179204	2	1684179207
1684179207	3	1684179209
1684179209	4	1684179211
1684179211	5	1684179213
1684179213	6	1684179215
1684179215	7	1684179217
1684179217	8	1684179219
1684179219	9	1684179221
1684179221	10	1684180555
1684180555	9	1684180565
1684180565	8	1684180571
1684180571	7	1684180581
1684180581	6	1684180592
1684180592	5	1684180600
1684180600	4	1684180629
1684180629	3	1684180641
1684180641	2	1684180655
1684180655	1	1684180667
