offline_datapoint_11 1684337818 621412,000
offline_datapoint_5 1684337818 2147,000
offline_datapoint_26 1684337818 455294976,000
offline_datapoint_14 1684337818 221863936,000
offline_datapoint_3 1684337818 6610210816,000
offline_datapoint_9 1684337818 242102272,000
offline_datapoint_25 1684337818 4479,000
offline_datapoint_19 1684337816 714,534
offline_datapoint_8 1684337816 15261,980
offline_datapoint_21 1684337818 242102272,000
offline_datapoint_1 1684337816 97,026
offline_datapoint_20 1684337818 3444019200,000
offline_datapoint_7 1684337818 4922392576,000
offline_datapoint_6 1684337816 0,000
offline_datapoint_12 1684337816 31,639
offline_datapoint_24 1684337816 12,301
offline_datapoint_13 1684337816 6522,675
offline_datapoint_18 1684337818 0,000
offline_datapoint_0 1684337816 10598,282
offline_datapoint_16 1684337816 849,751
offline_datapoint_28 1684337816 121,688
offline_datapoint_17 1684337816 88,252
offline_datapoint_10 1684337816 79,836
offline_datapoint_29 1684337816 1,290
offline_datapoint_22 1684337816 31389,193
offline_datapoint_4 1684337816 2,434
offline_datapoint_11 1684337820 621412,000
offline_datapoint_5 1684337820 2157,000
offline_datapoint_26 1684337820 455778304,000
offline_datapoint_14 1684337820 222306304,000
offline_datapoint_3 1684337820 6627250176,000
offline_datapoint_9 1684337820 243593216,000
offline_datapoint_25 1684337820 4474,000
offline_datapoint_19 1684337819 310,618
offline_datapoint_8 1684337819 18887,172
offline_datapoint_21 1684337820 243593216,000
offline_datapoint_1 1684337819 45,983
offline_datapoint_20 1684337820 3460378624,000
offline_datapoint_7 1684337820 4933046272,000
offline_datapoint_6 1684337819 0,183
offline_datapoint_12 1684337819 22,144
offline_datapoint_24 1684337819 7,877
offline_datapoint_13 1684337819 5411,886
offline_datapoint_18 1684337820 0,000
offline_datapoint_0 1684337819 8737,657
offline_datapoint_16 1684337819 1492,562
offline_datapoint_28 1684337819 23,241
offline_datapoint_17 1684337819 56,775
offline_datapoint_10 1684337819 87,520
offline_datapoint_29 1684337819 0,938
offline_datapoint_22 1684337819 28519,669
offline_datapoint_4 1684337819 0,465
offline_datapoint_11 1684337823 621412,000
offline_datapoint_5 1684337823 2168,000
offline_datapoint_26 1684337823 455954432,000
offline_datapoint_14 1684337823 224018432,000
offline_datapoint_3 1684337823 6649544704,000
offline_datapoint_9 1684337823 242589696,000
offline_datapoint_25 1684337823 4452,000
offline_datapoint_19 1684337821 7,625
offline_datapoint_8 1684337821 13020,507
offline_datapoint_21 1684337823 242589696,000
offline_datapoint_1 1684337821 5,304
offline_datapoint_20 1684337823 3480711168,000
offline_datapoint_7 1684337823 4943314944,000
offline_datapoint_6 1684337821 0,000
offline_datapoint_12 1684337821 10,126
offline_datapoint_24 1684337821 4,403
offline_datapoint_13 1684337821 4109,209
offline_datapoint_18 1684337823 0,000
offline_datapoint_0 1684337821 6131,159
offline_datapoint_16 1684337821 635,858
offline_datapoint_28 1684337821 0,880
offline_datapoint_17 1684337821 6,630
offline_datapoint_10 1684337821 98,363
offline_datapoint_29 1684337821 0,000
offline_datapoint_22 1684337821 74982,400
offline_datapoint_4 1684337821 0,018
offline_datapoint_11 1684337826 621412,000
offline_datapoint_5 1684337826 2178,000
offline_datapoint_26 1684337826 454856704,000
offline_datapoint_14 1684337826 223002624,000
offline_datapoint_3 1684337826 6660980736,000
offline_datapoint_9 1684337826 240271360,000
offline_datapoint_25 1684337826 4454,000
offline_datapoint_19 1684337824 11,647
offline_datapoint_8 1684337824 16979,337
offline_datapoint_21 1684337826 240271360,000
offline_datapoint_1 1684337824 4,326
offline_datapoint_20 1684337826 3493470208,000
offline_datapoint_7 1684337826 4958593024,000
offline_datapoint_6 1684337824 0,000
offline_datapoint_12 1684337824 12,254
offline_datapoint_24 1684337824 4,810
offline_datapoint_13 1684337824 3240,989
offline_datapoint_18 1684337826 0,000
offline_datapoint_0 1684337824 5166,149
offline_datapoint_16 1684337824 1735,805
offline_datapoint_28 1684337824 1,684
offline_datapoint_17 1684337824 33,278
offline_datapoint_10 1684337824 97,650
offline_datapoint_29 1684337824 0,000
offline_datapoint_22 1684337824 18769,920
offline_datapoint_4 1684337824 0,034
offline_datapoint_11 1684337829 621412,000
offline_datapoint_5 1684337829 2185,000
offline_datapoint_26 1684337829 455794688,000
offline_datapoint_14 1684337829 223002624,000
offline_datapoint_3 1684337829 6677471232,000
offline_datapoint_9 1684337829 240480256,000
offline_datapoint_25 1684337829 4442,000
offline_datapoint_19 1684337827 3,997
offline_datapoint_8 1684337827 11793,341
offline_datapoint_21 1684337829 240480256,000
offline_datapoint_1 1684337827 1,665
offline_datapoint_20 1684337829 3510038528,000
offline_datapoint_7 1684337829 4974813184,000
offline_datapoint_6 1684337827 0,130
offline_datapoint_12 1684337827 8,536
offline_datapoint_24 1684337827 3,773
offline_datapoint_13 1684337827 3726,071
offline_datapoint_18 1684337829 0,000
offline_datapoint_0 1684337827 5598,099
offline_datapoint_16 1684337827 614,462
offline_datapoint_28 1684337827 0,269
offline_datapoint_17 1684337827 21,315
offline_datapoint_10 1684337827 99,872
offline_datapoint_29 1684337827 6,994
offline_datapoint_22 1684337827 18688,000
offline_datapoint_4 1684337827 0,005
offline_datapoint_11 1684337832 621412,000
offline_datapoint_5 1684337832 2207,000
